index,prediction,label,err
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.005053687,0.005053687
437,0.0,0.013353494,0.013353494
438,0.0,0.022153623,0.022153623
439,0.0,0.030971574,0.030971574
440,0.0,0.039789524,0.039789524
441,0.0,0.048607472,0.048607472
442,0.0,0.057425424,0.057425424
443,0.0,0.06624337,0.06624337
444,0.0,0.07506132,0.07506132
445,0.0,0.08387928,0.08387928
446,0.0,0.092697226,0.092697226
447,0.0,0.101515174,0.101515174
448,0.0,0.11033312,0.11033312
449,0.0,0.11915107,0.11915107
450,0.0,0.12796903,0.12796903
451,0.0,0.13678697,0.13678697
452,0.0,0.14560492,0.14560492
453,0.0,0.15442288,0.15442288
454,0.0,0.16324082,0.16324082
455,0.0,0.17205878,0.17205878
456,0.0,0.18087672,0.18087672
457,0.0,0.18969467,0.18969467
458,0.0,0.19851263,0.19851263
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
